BibliographyType,ISBN,Identifier,Author,Title,Journal,Volume,Number,Month,Pages,Year,Address,Note,URL,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Custom1,Custom2,Custom3,Custom4,Custom5
7,"","Horick2016","Horick, Nora K.; Manful, Adoma; Lowery, Jan; Domchek, Susan; Moorman, Patricia; Griffin, Constance; Visvanathan, Kala; Isaacs, Claudine; Kinney, Anita Y.; Finkelstein, Dianne M.","Physical and psychological health in rare cancer survivors","Journal of Cancer Survivorship",11,1,"oct","158--165",2016,"","","","","","","","","Springer Science and Business Media {LLC}","","","","","","","","","","",""
5,"","Jacobs2016","Jacobs, Chris; Pichert, Gabriella","Genetic Testing for Rare Cancer: The Wider Issues","",,,"","213--226",2016,"","","","Recent Results in Cancer Research","","","","","Springer International Publishing","","","","","","","","","","",""
7,"","komatsubara_promise_2016","Komatsubara, Kimberly M.; Carvajal, Richard D.","The promise and challenges of rare cancer research","The Lancet Oncology",17,2,"February","136--138",2016,"","","https://linkinghub.elsevier.com/retrieve/pii/S1470204515004854","","","","","","","","","","","","","","","","",""
7,"","Mayor2016","Mayor, Susan","A quarter of patients with rarer cancers see GPs several times before referral","{BMJ}",,,"feb","i1198",2016,"","","","","","","","","{BMJ}","","","","","","","","","","",""
7,"","Pui2016","Pui, Ching-Hon; Pappo, Alberto; Gajjar, Amar; Downing, James R.","Redefining \textquotedblleftrare\textquotedblright in paediatric cancers","The Lancet Oncology",17,2,"feb","138--139",2016,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Ravindran2016","Ravindran, Aishwarya; Gonsalves, Wilson I.; Hashmi, Shahrukh K.; Kapoor, Prashant; Marshall, Ariela L.; Siddiqui, Mustaqeem A.; Go, Ronald S.","Estimating the annual volume of hematologic cancer cases per hematologist\textendashoncologist in the United States: are we treating rare cancers too rarely?","Leukemia {\&}amp$\mathsemicolon$ Lymphoma",58,1,"jun","251--252",2016,"","","","","","","","","Informa {UK} Limited","","","","","","","","","","",""
7,"","Saddoughi2016","Saddoughi, Sahar A.; Taswell, Jim; Harmsen, William S.; Inra, Matthew L.; Blackmon, Shanda H.; Nichols, Francis C.; Cassivi, Stephen D.; Wigle, Dennis A.; Shen, K. Robert; Allen, Mark S.","Surgical Resection of Rare Esophageal Cancers","The Annals of Thoracic Surgery",101,1,"jan","311--315",2016,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Shimoi2016","Shimoi, Tatsunori; Yonemori, Kan; Kawai, Akira","Rare cancers$\mathsemicolon$ off label use","Annals of Oncology",27,,"nov","vii44",2016,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Stordeur_2016","Stordeur, S.; Vrijens, F.; Leroy, R.","Reference centres for adults with rare and complex cancers ? Policy recommendations to improve the organisation of care in Belgium","Revue d'Epidémiologie et de Santé Publique",64,1,"Feb","1?6",2016,"","","https://www.sciencedirect.com/science/article/pii/S0398762015004708","","","","","","","","","","","","","","","","",""
7,"","Trama2016","Trama, Annalisa; Marcos-Gragera, Rafael; P{\'{e}}rez, Maria Jos{\`{e}} S{\'{a}}nchez; van der Zwan, Jan Maarten; Ardanaz, Eva; Bouchardy, Christine; Melchor, Juan Manuel; Martinez, Carmen; Capocaccia, Riccardo; Vicentini, Massimo; Siesling, Sabine; Gatta, Gemma","Data Quality in Rare Cancers Registration: The Report of the RARECARE Data Quality Study","Tumori Journal",103,1,"mar","22--32",2016,"","","","","","","","","{SAGE} Publications","","","","","","","","","","",""
7,"","DeSantis2017","DeSantis, Carol E.; Kramer, Joan L.; Jemal, Ahmedin","The burden of rare cancers in the United States: The Burden of Rare Cancers in the United States","{CA}: A Cancer Journal for Clinicians",67,4,"may","261--272",2017,"","","http://doi.wiley.com/10.3322/caac.21400","","","","","","Wiley","","","","","","","","","","",""
7,"","gatta_burden_2017","Gatta, Gemma; Capocaccia, Riccardo; Botta, Laura; Mallone, Sandra; De Angelis, Roberta; Ardanaz, Eva; Comber, Harry; Dimitrova, Nadya; Leinonen, Maarit K.; Siesling, Sabine; van der Zwan, Jan M.; Van Eycken, Liesbet; Visser, Otto; Žakelj, Maja P.; Anderson, Lesley A.; Bella, Francesca; Kaire, Innos; Otter, Renée; Stiller, Charles A.; Trama, Annalisa; Hackl, Monika; Henau, Kris; Van Damme, Nancy; Valerianova, Zdravka; Sekerija, Mario; Dušek, Ladislav; Mägi, Margit; Paapsi, Keiu; Malila, Nea; Velten, Michel; Troussard, Xavier; Bouvier, Veronique; Guizard, Anne-Valérie; Bouvier, Anne-Marie; Arveux, Patrick; Maynadié, Marc; Woronoff, Anne-Sophie; Robaszkiewicz, Michel; Baldi, Isabelle; Monnereau, Alain; Tretarre, Brigitte; Colonna, Marc; Molinié, Florence; Bara, Simona; Schvartz, Claire; Lapôtre-Ledoux, Bénédicte; Grosclaude, Pascale; Stabenow, Roland; Luttmann, Sabine; Nennecke, Alice; Engel, Jutta; SchubertFritschle, Gabriele; Heidrich, Jan; Holleczek, Bernd; Jónasson, Jón Gunnlaugur; Clough-Gorr, Kerri; Mazzoleni, Guido; Giacomin, Adriano; Sardo, Antonella Sutera; Barchielli, Alessandro; Serraino, Diego; Collarile, Paolo; Pannozzo, Fabio; Ricci, Paolo; Autelitano, Mariangela; Spagnoli, Gianbattista; Fusco, Mario; Usala, Mario; Vitale, Francesco; Michiara, Maria; Tumino, Rosario; Mangone, Lucia; Falcini, Fabio; Ferretti, Stefano; Filiberti, Rosa Angela; Marani, Enza; Caiazzo, Anna Luisa; Iannelli, Arturo; Sensi, Flavio; Piffer, Silvano; Gentilini, Maria; Madeddu, Anselmo; Colanino, Antonino Ziino; Maspero, Sergio; Candela, Pina; Stracci, Fabrizio; Tagliabue, Giovanna; Rugge, Massimo; Baili, Paolo; Minicozzi, Pamela; Sant, Milena; Tereanu, Carmen; Francisci, Silvia; Tavilla, Andrea; Pierannunzio, Daniela; Rossi, Silvia; Santaquilani, Mariano; Knijn, Arnold; Pildava, Santa; Smailyte, Giedre; Calleja, Neville; Agius, Dominic; Johannesen, Tom Børge; Rachtan, Jadwiga; Gózdz, Stanislaw; Blaszczyk, Jerzy; Kepska, Kamila; Lacerda, Gonçalo Forjaz de; Bento, Maria José; Miranda, Ana; Diba, Chakameh Safaei; Žagar, Tina; Almar, Enrique; Larrañaga, Nerea; Munain, Arantza Lopez de; Torrella-Ramos, Ana; García, José María Díaz; Marcos-Gragera, Rafael; Sanchez, Maria Josè; Navarro, Carmen; Salmeron, Diego; Moreno-Iribas, Conchi; Galceran, Jaume; Carulla, Marià; Mousavi, Mohsen; Bouchardy, Christine; Ess, Silvia M.; Bordoni, Andrea; Konzelmann, Isabelle; Rashbass, Jem; Gavin, Anna; Brewster, David H.; Huws, Dyfed Wyn; Ho, Vincent K. Y.; Benhamou, Ellen","Burden and centralised treatment in Europe of rare tumours: results of RARECAREnet—a population-based study","The Lancet Oncology",18,8,"August","1022--1039",2017,"","","https://linkinghub.elsevier.com/retrieve/pii/S147020451730445X","","","","","","","","","","","","","","","","",""
7,"","Ghosh_2017","Ghosh, Sanjib Kumar","Giovanni Battista Morgagni (1682–1771): father of pathologic anatomy and pioneer of modern medicine","Anatomical Science International",92,3,"Jun","305–312",2017,"","","http://link.springer.com/10.1007/s12565-016-0373-7","","","","","","","","","","","","","","","","",""
7,"","Gonzato2017","Gonzato, Ornella","The new risk-sharing paradigm in rare cancers: Patient perspective","Journal of Cancer Policy",12,,"jun","36--42",2017,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","graf_von_der_schulenburg_rare_2017","Graf von der Schulenburg, J.-Matthias; Pauer, Frédéric","Rare cancers—Rarity as a cost and value argument","Journal of Cancer Policy",11,,"March","54--59",2017,"","","https://linkinghub.elsevier.com/retrieve/pii/S2213538316300194","","","","","","","","","","","","","","","","",""
7,"","Hoffman2017","Hoffman, Richard M.; Sanchez, Rolando","Lung Cancer Screening","Medical Clinics of North America",101,4,"jul","769--785",2017,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Kuenzel2017","Kuenzel, Ulrike; Sindeu, Tabea Monga; Schroth, Sarah; Huebner, Jutta; Herth, Natalie","Evaluation of the Quality of Online Information for Patients with Rare Cancers: Thyroid Cancer","Journal of Cancer Education",33,5,"jan","960--966",2017,"","","","","","","","","Springer Science and Business Media {LLC}","","","","","","","","","","",""
7,"","Ledford2017","Ledford, Heidi","Century-old tumours offer rare cancer clues","Nature",545,7654,"may","278--278",2017,"","","","","","","","","Springer Science and Business Media {LLC}","","","","","","","","","","",""
7,"","Longabaugh2017","Longabaugh, Michele","Patient Perspective and Personal Journey of Treating a \textquotedblleftRare Cancer\textquotedblright","Surgical Oncology Clinics of North America",26,1,"jan","1--7",2017,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Minicozzi2017","Minicozzi, Pamela; Innos, Kaire; S{\'{a}}nchez, Maria-Jos{\'{e}}; Trama, Annalisa; Walsh, Paul M.; Marcos-Gragera, Rafael; Dimitrova, Nadya; Botta, Laura; Visser, Otto; Rossi, Silvia; Tavilla, Andrea; Sant, Milena; Hackl, M.; Zielonke, N.; Eycken, E. Van; Henau, K.; Valerianova, Z.; Dimitrova, N.; Sekerija, M.; Du{\v{s}}ek, L.; Zvolsk{\'{y}}, M.; Mägi, M.; Aareleid, T.; Malila, N.; Seppä, K.; Bouvier, A. M.; Faivre, J.; Bossard, N.; Uhry, Z.; Colonna, M.; Stabenow, R.; Luttmann, S.; Eberle, A.; Brenner, H.; Nennecke, A.; Engel, J.; Schubert-Fritschle, G.; Heidrich, J.; Holleczek, B.; Katalinic, A.; Clough-Gorr, K.; Mazzoleni, G.; Bulatko, A.; Buzzoni, C.; Giacomin, A.; Ferretti, S.; Barchielli, A.; Caldarella, A.; Gatta, G.; Sant, M.; Amash, H.; Amati, C.; Baili, P.; Berrino, F.; Bonfarnuzzo, S.; Botta, L.; Capocaccia, R.; Salvo, F. Di; Foschi, R.; Margutti, C.; Meneghini, E.; Minicozzi, P.; Trama, A.; Serraino, D.; Maso, L. Dal; Angelis, R. De; Caldora, M.; Carrani, E.; Francisci, S.; Knijn, A.; Mallone, S.; Pierannunzio, D.; Roazzi, P.; Rossi, S.; Santaquilani, M.; Tavilla, A.; Pannozzo, F.; Natali, M.; Filiberti, R. A.; Marani, E.; Autelitano, M.; Spagnoli, G.; Cirilli, C.; Fusco, M.; Vitale, M. F.; Traina, A.; Staiti, R.; Vitale, F.; Cusimano, R.; Michiara, M.; Tumino, R.; Falcini, F.; Caiazzo, A. L.; Maspero, S.; Fanetti, A. C.; Zanetti, R.; Rosso, S.; Rugge, M.; Tognazzo, S.; Pildava, S.; Smailyte, G.; Johannesen, T. B.; Rachtan, J.; G{\'{o}}{\'{z}}d{\'{z}}, S.; M{\k{e}}{\.{z}}yk, R.; B{\l}aszczyk, J.; K{\k{e}}pska, K.; Bielska-Lasota, M.; de Lacerda, G. Forjaz; Bento, M. J.; Antunes, L.; Miranda, A.; da-Silva, A. Mayer; Diba, C. Safaei; Primic-Zakelj, M.; Almar, E.; Mateos, A.; de Munain, A. Lopez; Larra{\~{n}}aga, N.; Torrella-Ramos, A.; Garc{\'{\i}}a, J. M. D{\'{\i}}az; Jimenez-Chillaron, R.; Marcos-Gragera, R.; Vilardell, L.; Moreno-Iribas, C.; Ardanaz, E.; Lambe, M.; Mousavi, M.; Bouchardy, C.; Usel, M.; Ess, S. M.; Frick, H.; Lorez, M.; Ess, S. M.; Herrmann, C.; Bordoni, A.; Spitale, A.; Konzelmann, I.; Visser, O.; Damhuis, R.; Otter, R.; Coleman, M.; Allemani, C.; Rachet, B.; Rashbass, J.; Broggio, J.; Verne, J.; Gavin, A.; Fitzpatrick, D.; Huws, D. W.; White, C.","Quality analysis of population-based information on cancer stage at diagnosis across Europe, with presentation of stage-specific cancer survival estimates: A~EUROCARE-5 study","European Journal of Cancer",84,,"oct","335--353",2017,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Miteva_2017","Митева-Катранджиева, Цонка","Реални ползи от приложението на епидемиолoгични регистри в областта на редките болести","Редки болести и лекарства сираци",8,2,"Jun","8–12",2017,"","","http://journal.raredis.org/index.php/RBLS/article/view/27","","","","","","","","","","","","","","","","",""
7,"","Peairs2017","Peairs, Kimberly S.; Choi, Youngjee; Stewart, Rosalyn W.; Sateia, Heather F.","Screening for breast cancer","Seminars in Oncology",44,1,"feb","60--72",2017,"","","https://www.sciencedirect.com/science/article/pii/S0093775416301105","","","","Cancer Screening: Still a Work in Progress","","Elsevier {BV}","","","","","","","","","","",""
7,"","Pillai2017","Pillai, RaveendranK; Jayasree, K.","Rare cancers: Challenges and issues","Indian Journal of Medical Research",145,1,"","17",2017,"","","","","","","","","Medknow","","","","","","","","","","",""
7,"","RayCoquard2017","Ray-Coquard, Isabelle; Lauraine, Eric Pujade; Cesne, Axel Le; Pautier, Patricia; Lavenue, Marie Cecile Vacher; Trama, Annalisa; Casali, Paolo; Coindre, Jean Michel; Blay, Jean Yves","Improving treatment results with reference centres for~rare cancers: where do we stand?","European Journal of Cancer",77,,"may","90--98",2017,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Sharifnia2017","Sharifnia, Tanaz; Hong, Andrew L.; Painter, Corrie A.; Boehm, Jesse S.","Emerging Opportunities for Target Discovery in Rare Cancers","Cell Chemical Biology",24,9,"sep","1075--1091",2017,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","shrivastava_cancer_2017","Shrivastava, ShyamKishore","Cancer research: Challenges and promise for individualized treatment","Journal of Radiation and Cancer Research",8,2,"","91",2017,"","","http://www.journalrcr.org/text.asp?2017/8/2/91/208031","","","","","","","","","","","","","","","","",""
7,"","tawbi2017pembrolizumab","Tawbi, Hussein A.; Burgess, Melissa; Bolejack, Vanessa; Van Tine, Brian A.; Schuetze, Scott M.; Hu, James; D'Angelo, Sandra; Attia, Steven; Riedel, Richard F.; Priebat, Dennis A.; others","Pembrolizumab in advanced soft-tissue sarcoma and bone sarcoma (SARC028): a multicentre, two-cohort, single-arm, open-label, phase 2 trial","The Lancet Oncology",18,11,"","1493--1501",2017,"","","","","","","","","Elsevier","","","","","","","","","","",""
1,"9789241511940","who_2017","Organization, World Health","Guide to cancer early diagnosis","",,,"","",2017,"","","https://apps.who.int/iris/handle/10665/254500","","","","","","World Health Organization","","","","","","","","","","",""
7,"","Abdelshafy2018","Abdelshafy, M.; Dakdouki, Y. El; Verlingue, L.; Hollebecque, A.; Lacroix, L.; Postel-Vinay, S.; Varga, A.; Balheda, R.; Michot, J.-M.; Marabelle, A.; Rouleau, E.; Solary, E.; de Baere, T.; Angevin, E.; Ribrag, V.; Michiels, S.; Andr{\'{e}}, F.; Scoazec, J.-Y.; Soria, J.-C.; Massard, C.","Precision medicine for patients with rare cancers: An effective strategy within the prospective MOSCATO trial","Annals of Oncology",29,,"oct","viii667",2018,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Atalar2018","Atalar, Banu; Ozsahin, Mahmut; Call, Jason; Napieralska, Aleksandra; Kamer, Serra; Villa, Salvador; Erpolat, Petek; Negretti, Laura; Lassen-Ramshad, Yasmin; Onal, Cem; Akyurek, Serap; Ugurluer, Gamze; Baumert, Brigitta G.; Servagi-Vernat, Stephanie; Miller, Robert C.; Ozyar, Enis; Sio, Terence T.","Treatment outcome and prognostic factors for adult patients with medulloblastoma: The Rare Cancer Network (RCN) experience","Radiotherapy and Oncology",127,1,"apr","96--102",2018,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Begum2018","Begum, Mursheda; Lewison, Grant; Lawler, Mark; Sullivan, Richard","Mapping the European cancer research landscape: An evidence base for national and Pan-European research and funding","European Journal of Cancer",100,,"sep","75--84",2018,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Bergerot2018","Bergerot, Cristiane Decat; Bergerot, Paulo Gustavo; Philip, Errol J.; Domenico, Edvane Birelo Lopes De; Manhaes, Maria Fernanda Marcusso; Pedras, Renata Nunes; Salgia, Meghan M.; Dizman, Nazli; Ashing, Kimlin Tam; Li, Min; Dale, William; Pal, Sumanta K.","Assessment of distress and quality of life in rare cancers","Psycho-Oncology",27,12,"sep","2740--2746",2018,"","","","","","","","","Wiley","","","","","","","","","","",""
5,"9780128012383","Bosman_2018","Bosman, Fred T.","Integrative Molecular Tumor Classification: A Pathologist’s View","",,,"","B9780128012383652000",2018,"","","https://linkinghub.elsevier.com/retrieve/pii/B9780128012383651498","Reference Module in Biomedical Sciences","","","","","Elsevier","","","","","","","","","","",""
7,"","Cohen2018","Cohen, Deborah","Breast implants linked to rare cancer are removed from European market","{BMJ}",,,"dec","k5401",2018,"","","","","","","","","{BMJ}","","","","","","","","","","",""
7,"","Ferlay_2018","Ferlay, J.; Colombet, M.; Soerjomataram, I.; Dyba, T.; Randi, G.; Bettio, M.; Gavin, A.; Visser, O.; Bray, F.","Cancer incidence and mortality patterns in Europe: Estimates for 40 countries and 25 major cancers in 2018","European Journal of Cancer",103,,"Nov","356–387",2018,"","","https://linkinghub.elsevier.com/retrieve/pii/S0959804918309559","","","","","","","","","","","","","","","","",""
7,"","Goetz_Schork_2018","Goetz, Laura H.; Schork, Nicholas J.","Personalized medicine: motivation, challenges, and progress","Fertility and Sterility",109,6,"Jun","952–963",2018,"","","","","","","","","","","","","","","","","","","",""
7,"","Horick2018","Horick, Nora K.; Muzikansky, Ariela; Gutierrez, Hilda L.; Boyd, Kristina L.; Finkelstein, Dianne M.","Physical symptoms in long-term survivors of rare cancer","Journal of Cancer Survivorship",12,6,"oct","835--842",2018,"","","","","","","","","Springer Science and Business Media {LLC}","","","","","","","","","","",""
10,"","irci","","","International Rare Cancers Initiative",,,"","",2018,"","(Accessed on 11/23/2022)","https://project.eortc.org/irci/","","","","","","IRCI","","","","","","","","","","",""
7,"","iskrov2018","Искров, Георги; Стефанов, Румен","Редките тумори – епидемиологични и общественоздравни аспекти","Редки болести и лекарства сираци",9,4,"December","9--13",2018,"","","http://journal.raredis.org/index.php/RBLS/article/view/59","","","","","","","","","","","","","Редките злокачествени заболявания, наричани накратко редки тумори, са все по-популярна тема от научноизследователска, клинична и общественоздравна гледна точка. Злокачествените новообразувания сами по себе си представляват основен приоритет в съвременното здравеопазване и нозологична категория с огромна социална значимост. Следвайки обаче модела на редките болести, в научните среди все повече се говори за редките тумори. Съчетавайки медико-социалната парадигма на редките заболявания с клиничния профил на онкологията, редките тумори имат потенциал да бъдат самостоятелна област за действие с изключително висока степен на добавена стойност.  Настоящата публикация има за цел да обобщи основните епидемиологични концепции по отношение на редките злокачествени заболявания и да обсъди мястото им в здравната политика.","","","./MEGAsync/phd/pdf/iskrov_rare_tumors.pdf",""
7,"","Lukic2018","Lukic, Marko; Nilsson, Lena Maria; Skeie, Guri; Lindahl, Bernt; Braaten, Tonje","Coffee consumption and risk of rare cancers in Scandinavian countries","European Journal of Epidemiology",33,3,"feb","287--302",2018,"","","","","","","","","Springer Science and Business Media {LLC}","","","","","","","","","","",""
7,"","Majima2018","Majima, Yoshiyuki","Patients expectation for drug discovery development targeting rare cancers","Annals of Oncology",29,,"oct","vii36",2018,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Missaoui2018","Missaoui, Nabiha; Mestiri, Sarra; Bdioui, Ahlem; Zahmoul, Thouraya; Hamchi, Hajer; Mokni, Moncef; Hmissa, Sihem","HPV infection and p16 INK4A and TP53 expression in rare cancers of the uterine cervix","Pathology - Research and Practice",214,4,"apr","498--506",2018,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Nicolazzo2018","Nicolazzo, Chiara; Colangelo, Luciano; Corsi, Alessandro; Carpino, Guido; Gradilone, Angela; Sonato, Chiara; Raimondi, Cristina; Gaudio, Eugenio; Gazzaniga, Paola; Gianni, Walter","Liquid Biopsy in Rare Cancers: Lessons from Hemangiopericytoma","Analytical Cellular Pathology",2018,,"","1--4",2018,"","","","","","","","","Hindawi Limited","","","","","","","","","","",""
7,"","Nipp_2018","Nipp, Ryan; Tramontano, Angela C.; Kong, Chung Yin; Pandharipande, Pari; Dowling, Emily C.; Schrag, Deborah; Hur, Chin","Disparities in cancer outcomes across age, sex, and race/ethnicity among patients with pancreatic cancer","Cancer Medicine",7,2,"Feb","525–535",2018,"","","","","","","","","","","","","","","","","","","",""
7,"","Noda2018","Noda, S.; Yonemori, K.; Shirakawa, N.; Okuma, H. S.; Shimizu, T.; Hirakawa, A.; Shibata, T.; Sukigara, T.; Okita, N.; Kawai, A.; Yamamoto, N.; Nakamura, K.; Mano, H.; Nishida, T.; Fujiwara, Y.","MASTER KEY project: A basket/umbrella trial for rare cancers in Japan","Annals of Oncology",29,,"oct","viii148",2018,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","RodriguezMartin2018","Rodriguez-Martin, Ana-Maria; Zacharopoulou, Panagiota; Hassan, A. Bassim; Tsiachristas, Apostolos","Cost-effectiveness of healthcare interventions for rare cancers: Evidence from a systematic literature review and meta-analysis","Journal of Cancer Policy",18,,"dec","1--10",2018,"","","https://linkinghub.elsevier.com/retrieve/pii/S2213538318300146","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Schmid_2018","Schmid, Sonja","The discovery of HIV-1","Nature Research",,,"Nov","",2018,"","","https://www.nature.com/articles/d42859-018-00003-x","","","","","","","","","","","","","","","","",""
7,"","Tuffaha2018","Tuffaha, H.; Scuffham, P.","Rare Cancers, no Rare Solutions: Risk Sharing Arrangemnts to Reimburse Medicines for Rare Cancers in Australia","Value in Health",21,,"sep","S110",2018,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Ugurluer_2018","Ugurluer, G.; Ozdogan, M.; Kirca, O.; Oksuz, D. C.; Thariat, J. O.; Atalar, B.; Wong, W. W.; Waddle, M. R.; Miller, R. C.; Ozsahin, M.","Outcome and Patterns of Failure in Breast Cancer Patients with FDG-PET Positive Internal Mammary Lymph Nodes: A Multicenter Rare Cancer Network Study","International Journal of Radiation Oncology*Biology*Physics",102,3, Supplement,"","S230",2018,"","Proceedings of the Amercian Society for Radiation Oncology","https://www.sciencedirect.com/science/article/pii/S0360301618315700","","","","","","","","","","","","","","","","",""
7,"","Zilli_2018","Terlizzi, M.; Rapeaud, E.; Le Pechoux, C.; Salas, S.; Lerouge, D.; Sunyach, M. P.; Vogin, G.; Sole, C. V.; Zilli, T.; Myroslav, L.; Mampuya, A.; Calvo, F. A.; Attal, J.; De Bari, B.; Ozsahin, M.; Sargos, P.; Thariat, J. O.","Radiation Therapy in Extracranial Chondrosarcomas: A Multicenter French Sarcoma Group and Rare Cancer Network Study","International Journal of Radiation Oncology*Biology*Physics",102,3, Supplement,"","e369-e370",2018,"","Proceedings of the Amercian Society for Radiation Oncology","https://www.sciencedirect.com/science/article/pii/S0360301618325598","","","","","","","","","","","","","","","","",""
7,"","Zwan2018","van der Zwan, Jan M.; van Dijk, Boukje A. C.; Visser, Otto; van Krieken, Han J. H. J. M.; Capocaccia, Riccardo; Siesling, Sabine","Rare cancers in The Netherlands: a population-based study","European Journal of Cancer Prevention",27,4,"jul","384--390",2018,"","","","","","","","","Ovid Technologies (Wolters Kluwer Health)","","","","","","","","","","",""
7,"","Amaya2019","Amaya, Yosuke; Yonemori, Kan; Okuma, Hitomi Sumiyoshi; Narita, Shoko; Hirakawa, Akihiro; Okita, Natsuko; Sukigara, Tamie; Kanai, Masashi; Muto, Manabu; Nakamura, Kenichi; Fujiwara, Yasuhiro","ROCK Trial (NCCH1709): Nivolumab monotherapy in Rare cancer patients with mismatch repair deficiency biomarker: phase II","Annals of Oncology",30,,"oct","vi137",2019,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","Balmant2019","Balmant, Nathalie V.; de Souza Reis, Rejane; de Oliveira Santos, Marceli; de Camargo, Beatriz; Gatta, Gemma","Rare cancers in childhood and adolescence in Brazil: First report of data from 19 population-based cancer registries","Cancer",,,"apr","",2019,"","","","","","","","","Wiley","","","","","","","","","","",""
7,"","Bell2019","Bell, Catherine; Kerr, Katie; Moore, Kerry; McShane, Charlene; Anderson, Lesley; McKnight, Amy Jayne; McAneney, Helen","Communication strategies for rare cancers: a systematic review protocol","Systematic Reviews",8,1,"apr","",2019,"","","","","","","","","Springer Science and Business Media {LLC}","","","","","","","","","","",""
7,"","Bray201948","Bray, F.; Soerjomataram, I.","Overview of geographical diversity","The Cancer Atlas",,,"","48 – 49",2019,"","Cited by: 1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100249804&partnerID=40&md5=0443aae6676afb68d23b026fdc1347fe","","","","","","","","","","","","","","","","",""
7,"","bustamante-teixeira_incidence_2019","Bustamante-Teixeira, Maria Teresa; Latorre, Maria do Rosário D. O.; Guerra, Maximiliano R.; Tanaka, Luana F.; Botta, Laura; Trama, Annalisa; Gatta, Gemma","Incidence of rare cancers in the city of São Paulo, Brazil","Tumori Journal",105,1,"February","22--30",2019,"","","http://journals.sagepub.com/doi/10.1177/0300891618821039","","","","","","","","","","","","","Introduction: Rare cancers are a challenge for clinical practice as well as for epidemiology and public health. Studies on this subject are few and limited to the study of cases with scarce epidemiologic information. This study aimed to evaluate the incidence of rare cancers and to compare the demographic, anatomic, and histologic characteristics of rare and nonrare (common) cancers.   Methods: Incidence data were obtained from the Population-based Cancer Registry of São Paulo, Brazil. Rare neoplasms were those defined in the {RARECARE} list, which takes into account an incidence lower than 6/100,000/year.   Results: In São Paulo, 20.4\% of tumors had an incidence lower than 6/100,000/year from 1997 to 2012, being therefore considered as rare tumors. We identified 11 entities with an incidence greater than 6/100,000/year (common neoplasms) and 186 entities with an incidence lower than 6/100,000/year (rare neoplasms). The mean annual incidence of all cancers was 365 per 100,000 in São Paulo between 1997 and 2012, and the incidence of all rare tumors was 74.5 per 100,000.   Conclusions: This study presents the burden of rare cancers in Brazil. It is expected to be an incentive for further studies of these entities in order to know the epidemiologic profile of rare tumors in Brazil and to provide a more effective diagnostic and therapeutic approach.","","","",""
7,"","Casali2019","Casali, P. G.","Rare cancers: from centralized referral to networking","Annals of Oncology",30,7,"jul","1037--1038",2019,"","","","","","","","","Elsevier {BV}","","","","","","","","","","",""
7,"","conceiccao2019human","Concei{\c{c}}{\~a}o, Pedro; others","Human development report. 2019: beyond income, beyond averages, beyond today: inequalities in human development in the 21st century","",,,"","",2019,"","","https://hdr.undp.org/content/human-development-report-2019","","","","","","UN: The United Nations","","","","","","","","","","",""
5,"","Demeure2019","Demeure, Michael J.","The Role of Precision Medicine in the Diagnosis and Treatment of Patients with Rare Cancers","",,,"","81--108",2019,"","","","Precision Medicine in Cancer Therapy","","","","","Springer International Publishing","","","","","","","","","","",""
